"score","medication","name"
89,"Butalbital-APAP-Caffeine 50-325-40 MG Oral Capsule","Acetaminophen 325 MG / butalbital 50 MG / Caffeine 40 MG Oral Capsule"
89,"Butalbital-APAP-Caffeine 50-325-40 MG Oral Tablet","Acetaminophen 325 MG / butalbital 50 MG / Caffeine 40 MG Oral Tablet"
89,"Butalbital-ASA-Caffeine 50-325-40 MG Oral Capsule","Aspirin 325 MG / butalbital 50 MG / Caffeine 40 MG Oral Capsule"
89,"Butalbital-Aspirin-Caffeine 50-325-40 MG Oral Tablet","Aspirin 325 MG / butalbital 50 MG / Caffeine 40 MG Oral Tablet"
89,"Calcionate 1.8 GM/5ML Oral Syrup","calcium glubionate 360 MG/ML Oral Solution [Calcionate]"
89,"Calcium + D 600-200 MG-UNIT Oral Tablet","Calcium Carbonate 1500 MG / Cholecalciferol 200 UNT Oral Tablet"
89,"Cefuroxime Axetil 125 MG/5ML Oral Suspension Reconstituted","Cefuroxime 25 MG/ML Oral Suspension"
89,"Cetirizine HCl Childrens 5 MG/5ML Oral Solution","cetirizine hydrochloride 1 MG/ML Oral Solution"
89,"Clidinium-Chlordiazepoxide 2.5-5 MG Oral Capsule","Chlordiazepoxide Hydrochloride 5 MG / Clidinium bromide 2.5 MG Oral Capsule"
89,"Clindamycin Palmitate HCl 75 MG/5ML Oral Solution Reconstituted","Clindamycin 15 MG/ML Oral Solution"
89,"Diovan HCT 160-12.5 MG Oral Tablet","Hydrochlorothiazide 12.5 MG / valsartan 160 MG Oral Tablet [Diovan HCT]"
89,"Diovan HCT 320-12.5 MG Oral Tablet","Hydrochlorothiazide 12.5 MG / valsartan 320 MG Oral Tablet [Diovan HCT]"
89,"Diovan HCT 80-12.5 MG Oral Tablet","Hydrochlorothiazide 12.5 MG / valsartan 80 MG Oral Tablet [Diovan HCT]"
89,"Enalapril-Hydrochlorothiazide 5-12.5 MG Oral Tablet","Enalapril Maleate 5 MG / Hydrochlorothiazide 12.5 MG Oral Tablet"
89,"Enbrel 25 MG/0.5ML Subcutaneous Solution","0.51 ML Etanercept 50 MG/ML Prefilled Syringe [Enbrel]"
89,"EPINEPHrine 0.3 MG/0.3ML Injection Device","Epinephrine 1 MG/ML Injectable Solution"
89,"GlyBURIDE-MetFORMIN 1.25-250 MG Oral Tablet","Glyburide 1.25 MG / Metformin hydrochloride 250 MG Oral Tablet"
89,"GlyBURIDE-MetFORMIN 2.5-500 MG Oral Tablet","Glyburide 2.5 MG / Metformin hydrochloride 500 MG Oral Tablet"
89,"Guaifenesin-Codeine 100-10 MG/5ML Oral Solution","Codeine Phosphate 2 MG/ML / Guaifenesin 20 MG/ML Oral Solution"
89,"Guaifenesin-Codeine 300-10 MG/5ML Oral Liquid","Codeine Phosphate 2 MG/ML / Guaifenesin 60 MG/ML Oral Solution"
89,"Hydrocodone-Acetaminophen 7.5-325 MG Oral Tablet","Acetaminophen 325 MG / Hydrocodone Bitartrate 7.5 MG Oral Tablet"
89,"Hydrocodone-Acetaminophen 7.5-500 MG Oral Tablet","Acetaminophen 500 MG / Hydrocodone Bitartrate 7.5 MG Oral Tablet"
89,"Hydrocodone-Acetaminophen 7.5-650 MG Oral Tablet","Acetaminophen 650 MG / Hydrocodone Bitartrate 7.5 MG Oral Tablet"
89,"Hydrocodone-Acetaminophen 7.5-750 MG Oral Tablet","Acetaminophen 750 MG / Hydrocodone Bitartrate 7.5 MG Oral Tablet"
89,"Imodium A-D 2 MG Oral Tablet Chewable","Loperamide Hydrochloride 2 MG Chewable Tablet [Imodium]"
89,"Isometheptene-APAP-Dichloral 65-325-100 MG Oral Capsule","Acetaminophen 325 MG / dichloralphenazone 100 MG / isometheptene 65 MG Oral Capsule"
89,"Jalyn 0.5-0.4 MG Oral Capsule","Dutasteride 0.5 MG / Tamsulosin hydrochloride 0.4 MG Oral Capsule [Jalyn]"
89,"Ketorolac Tromethamine 60 MG/2ML Intramuscular Solution","Ketorolac Tromethamine 30 MG/ML Injectable Solution"
89,"Lisinopril-Hydrochlorothiazide 10-12.5 MG Oral Tablet","Hydrochlorothiazide 12.5 MG / Lisinopril 10 MG Oral Tablet"
89,"Lisinopril-Hydrochlorothiazide 20-12.5 MG Oral Tablet","Hydrochlorothiazide 12.5 MG / Lisinopril 20 MG Oral Tablet"
89,"Losartan Potassium-HCTZ 100-25 MG Oral Tablet","Hydrochlorothiazide 25 MG / Losartan Potassium 100 MG Oral Tablet"
89,"Metadate CD 20 MG Oral Capsule Extended Release","24 HR Methylphenidate Hydrochloride 20 MG Extended Release Oral Capsule [Metadate]"
89,"Micardis HCT 40-12.5 MG Oral Tablet","Hydrochlorothiazide 12.5 MG / telmisartan 40 MG Oral Tablet [Micardis-HCT]"
89,"Milk of Magnesia 1200 MG/15ML Oral Suspension","Magnesium Hydroxide 80 MG/ML Oral Suspension"
89,"Milk of Magnesia 400 MG/5ML Oral Suspension","Magnesium Hydroxide 80 MG/ML Oral Suspension"
89,"Nystatin-Triamcinolone 100000-0.1 UNIT/GM-% External Cream","Nystatin 100000 UNT/ML / Triamcinolone Acetonide 1 MG/ML Topical Cream"
89,"Potassium Chloride 20 MEQ/15ML (10%) Oral Solution","Potassium Chloride 1.33 MEQ/ML Oral Solution"
89,"Prempro 0.3-1.5 MG Oral Tablet","{28 (Estrogens, Conjugated (USP) 0.3 MG / medroxyprogesterone acetate 1.5 MG Oral Tablet) } Pack [Prempro 0.3/1.5 28 Day]"
89,"Prempro 0.45-1.5 MG Oral Tablet","{28 (Estrogens, Conjugated (USP) 0.45 MG / medroxyprogesterone acetate 1.5 MG Oral Tablet) } Pack [Prempro 0.45/1.5 28 Day]"
89,"Prempro 0.625-2.5 MG Oral Tablet","{28 (Estrogens, Conjugated (USP) 0.625 MG / medroxyprogesterone acetate 2.5 MG Oral Tablet) } Pack [Prempro 0.625/2.5 28 Day]"
89,"Quinapril-Hydrochlorothiazide 10-12.5 MG Oral Tablet","Hydrochlorothiazide 12.5 MG / quinapril 10 MG Oral Tablet"
89,"Quinapril-Hydrochlorothiazide 20-12.5 MG Oral Tablet","Hydrochlorothiazide 12.5 MG / quinapril 20 MG Oral Tablet"
89,"Senna-S 8.6-50 MG Oral Tablet","Docusate Sodium 50 MG / sennosides, USP 8.6 MG Oral Tablet"
89,"SMZ-TMP DS 800-160 MG Oral Tablet","Sulfamethoxazole 800 MG / Trimethoprim 160 MG Oral Tablet"
89,"Sprintec 28 0.25-35 MG-MCG Oral Tablet","{21 (Ethinyl Estradiol 0.035 MG / norgestimate 0.25 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack [Sprintec 28 Day]"
89,"Sulfamethoxazole-TMP DS 800-160 MG Oral Tablet","Sulfamethoxazole 800 MG / Trimethoprim 160 MG Oral Tablet"
89,"Tekturna HCT 300-12.5 MG Oral Tablet","aliskiren 300 MG / Hydrochlorothiazide 12.5 MG Oral Tablet [Tekturna HCT]"
89,"Tramadol-Acetaminophen 37.5-325 MG Oral Tablet","Acetaminophen 325 MG / tramadol hydrochloride 37.5 MG Oral Tablet"
89,"Triamterene-HCTZ 37.5-25 MG Oral Capsule","Hydrochlorothiazide 25 MG / Triamterene 37.5 MG Oral Capsule"
89,"Triamterene-HCTZ 37.5-25 MG Oral Tablet","Hydrochlorothiazide 25 MG / Triamterene 37.5 MG Oral Tablet"
89,"Tyvaso Refill 0.6 MG/ML Inhalation Solution","Treprostinil 0.6 MG/ML Inhalant Solution [Tyvaso]"
89,"Xopenex 0.31 MG/3ML Inhalation Nebulization Solution","Levalbuterol 0.103 MG/ML Inhalant Solution [Xopenex]"
89,"Xopenex 0.63 MG/3ML Inhalation Nebulization Solution","Levalbuterol 0.21 MG/ML Inhalant Solution [Xopenex]"
89,"Xopenex 1.25 MG/3ML Inhalation Nebulization Solution","Levalbuterol 0.417 MG/ML Inhalant Solution [Xopenex]"
89,"Xyzal 2.5 MG/5ML Oral Solution","levocetirizine dihydrochloride 0.5 MG/ML Oral Solution [Xyzal]"
90,"Acetaminophen-Codeine 120-12 MG/5ML Oral Solution","Acetaminophen 24 MG/ML / Codeine Phosphate 2.4 MG/ML Oral Solution"
90,"Amoxicillin-Pot Clavulanate 400-57 MG Oral Tablet Chewable","Amoxicillin 400 MG / Clavulanate 57 MG Chewable Tablet"
90,"Bisoprolol-Hydrochlorothiazide 2.5-6.25 MG Oral Tablet","Bisoprolol Fumarate 2.5 MG / Hydrochlorothiazide 6.25 MG Oral Tablet"
90,"Cheratussin AC 100-10 MG/5ML Oral Syrup","Codeine Phosphate 2 MG/ML / Guaifenesin 20 MG/ML Oral Solution [Cheratussin]"
90,"CloNIDine HCl 0.1 MG/24HR Transdermal Patch Weekly","168 HR Clonidine 0.00417 MG/HR Transdermal Patch"
90,"CloNIDine HCl 0.2 MG/24HR Transdermal Patch Weekly","168 HR Clonidine 0.00833 MG/HR Transdermal Patch"
90,"CloNIDine HCl 0.3 MG/24HR Transdermal Patch Weekly","168 HR Clonidine 0.0125 MG/HR Transdermal Patch"
90,"Cytra-2 500-334 MG/5ML Oral Solution","Citric Acid 66.8 MG/ML / sodium citrate 100 MG/ML Oral Solution [Cytra 2]"
90,"Dextromethorphan-Guaifenesin 10-100 MG/5ML Oral Syrup","Dextromethorphan Hydrobromide 2 MG/ML / Guaifenesin 20 MG/ML Oral Solution"
90,"Diphenoxylate-Atropine 2.5-0.025 MG Oral Tablet","Atropine Sulfate 0.025 MG / Diphenoxylate Hydrochloride 2.5 MG Oral Tablet"
90,"Fosinopril Sodium-HCTZ 10-12.5 MG Oral Tablet","Fosinopril Sodium 10 MG / Hydrochlorothiazide 12.5 MG Oral Tablet"
90,"Guaiatussin AC 100-10 MG/5ML Oral Syrup","Codeine Phosphate 2 MG/ML / Guaifenesin 20 MG/ML Oral Solution"
90,"Guaifenesin-Codeine 100-10 MG/5ML Oral Syrup","Codeine Phosphate 2 MG/ML / Guaifenesin 20 MG/ML Oral Solution"
90,"Guaifenesin-DM 100-10 MG/5ML Oral Syrup","Dextromethorphan Hydrobromide 2 MG/ML / Guaifenesin 20 MG/ML Oral Solution"
90,"Hydromet 5-1.5 MG/5ML Oral Syrup","homatropine methylbromide 0.3 MG/ML / Hydrocodone Bitartrate 1 MG/ML Oral Solution [Hydromet]"
90,"Lodrane 24 12 MG Oral Capsule Extended Release 24 Hour","24 HR Brompheniramine 12 MG Extended Release Oral Capsule [Lodrane]"
90,"Losartan Potassium-HCTZ 100-12.5 MG Oral Tablet","Hydrochlorothiazide 12.5 MG / Losartan Potassium 100 MG Oral Tablet"
90,"Losartan Potassium-HCTZ 50-12.5 MG Oral Tablet","Hydrochlorothiazide 12.5 MG / Losartan Potassium 50 MG Oral Tablet"
90,"Magnesium Citrate 1.745 GM/30ML Oral Solution","magnesium citrate 58.2 MG/ML Oral Solution"
90,"Necon 1/35 (28) 1-35 MG-MCG Oral Tablet","{21 (Ethinyl Estradiol 0.035 MG / Norethindrone 1 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack [Necon 1/35 28 Day]"
90,"Norditropin FlexPro 15 MG/1.5ML Subcutaneous Solution","1.5 ML Somatropin 10 MG/ML Prefilled Syringe [Norditropin]"
90,"Ortho-Cyclen (28) 0.25-35 MG-MCG Oral Tablet","{21 (Ethinyl Estradiol 0.035 MG / norgestimate 0.25 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack [Ortho-Cyclen 28 Day]"
90,"Ovcon-35 (28) 0.4-35 MG-MCG Oral Tablet","{21 (Ethinyl Estradiol 0.035 MG / Norethindrone 0.4 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack [Ovcon 35 28 Day]"
90,"Sulfamethoxazole-Trimethoprim 200-40 MG/5ML Oral Suspension","Sulfamethoxazole 40 MG/ML / Trimethoprim 8 MG/ML Oral Suspension"
90,"Vivelle-Dot 0.025 MG/24HR Transdermal Patch Biweekly","84 HR Estradiol 0.00104 MG/HR Transdermal Patch [Vivelle]"
90,"Vivelle-Dot 0.05 MG/24HR Transdermal Patch Biweekly","84 HR Estradiol 0.00208 MG/HR Transdermal Patch [Vivelle]"
91,"Albuterol Sulfate (2.5 MG/3ML) 0.083% Inhalation Nebulization Solution","Albuterol 0.83 MG/ML Inhalant Solution"
91,"Amoxicillin-Pot Clavulanate 200-28.5 MG Oral Tablet Chewable","Amoxicillin 200 MG / Clavulanate 28.5 MG Chewable Tablet"
91,"Chlorphen Tan-Phenyleph Tan 4.5-5 MG/5ML Oral Suspension","Chlorpheniramine Tannate 0.9 MG/ML / Phenylephrine Tannate 1 MG/ML Oral Suspension"
91,"Ciprofloxacin-Ciproflox HCl 500 MG Oral Tablet Extended Release 24 Hour","24 HR Ciprofloxacin 500 MG Extended Release Oral Tablet"
91,"Hydrocodone-Acetaminophen 7.5-500 MG/15ML Oral Solution","Acetaminophen 33.3 MG/ML / Hydrocodone Bitartrate 0.5 MG/ML Oral Solution"
91,"Hydrocodone-Homatropine 5-1.5 MG/5ML Oral Syrup","homatropine methylbromide 0.3 MG/ML / Hydrocodone Bitartrate 1 MG/ML Oral Solution"
91,"Imitrex STATdose System 6 MG/0.5ML Subcutaneous Kit","0.5 ML Sumatriptan 12 MG/ML Prefilled Syringe [Imitrex]"
91,"NuvaRing 0.12-0.015 MG/24HR Vaginal Ring","21 DAY Ethinyl Estradiol 0.000625 MG/HR / Etonogestrel 0.005 MG/HR Vaginal Ring [NuvaRing]"
91,"Ortho-Novum 1/35 (28) 1-35 MG-MCG Oral Tablet","{21 (Ethinyl Estradiol 0.035 MG / Norethindrone 1 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack [Ortho-Novum 1/35 28 Day]"
91,"Penicillin V Potassium 125 MG/5ML Oral Solution Reconstituted","Penicillin V Potassium 25 MG/ML Oral Solution"
91,"Penicillin V Potassium 250 MG/5ML Oral Solution Reconstituted","Penicillin V Potassium 50 MG/ML Oral Solution"
91,"Promethazine-Codeine 6.25-10 MG/5ML Oral Syrup","Codeine Phosphate 2 MG/ML / Promethazine Hydrochloride 1.25 MG/ML Oral Solution"
91,"Simcor 1000-20 MG Oral Tablet Extended Release 24 Hour","24 HR Niacin 1000 MG / Simvastatin 20 MG Extended Release Oral Tablet [Simcor]"
91,"Simcor 500-20 MG Oral Tablet Extended Release 24 Hour","24 HR Niacin 500 MG / Simvastatin 20 MG Extended Release Oral Tablet [Simcor]"
91,"Simcor 500-40 MG Oral Tablet Extended Release 24 Hour","24 HR Niacin 500 MG / Simvastatin 40 MG Extended Release Oral Tablet [Simcor]"
91,"Simcor 750-20 MG Oral Tablet Extended Release 24 Hour","24 HR Niacin 750 MG / Simvastatin 20 MG Extended Release Oral Tablet [Simcor]"
91,"Sinemet CR 50-200 MG Oral Tablet Extended Release","Carbidopa 50 MG / Levodopa 200 MG Extended Release Oral Tablet [Sinemet]"
91,"Slow Iron 160 (50 Fe) MG Oral Tablet Extended Release","ferrous sulfate 160 MG Extended Release Oral Tablet [Slow-Fe]"
92,"Carbidopa-Levodopa CR 25-100 MG Oral Tablet Extended Release","Carbidopa 25 MG / Levodopa 100 MG Extended Release Oral Tablet"
92,"Carbidopa-Levodopa CR 50-200 MG Oral Tablet Extended Release","Carbidopa 50 MG / Levodopa 200 MG Extended Release Oral Tablet"
92,"Cetirizine-Pseudoephedrine 5-120 MG Oral Tablet Extended Release 12 Hour","12 HR cetirizine hydrochloride 5 MG / Pseudoephedrine Hydrochloride 120 MG Extended Release Oral Tablet"
92,"Citric Acid-Sodium Citrate 334-500 MG/5ML Oral Solution","Citric Acid 66.8 MG/ML / sodium citrate 100 MG/ML Oral Solution"
92,"Diltiazem HCl ER Beads 120 MG Oral Capsule Extended Release 24 Hour","24 HR Diltiazem Hydrochloride 120 MG Extended Release Oral Capsule"
92,"Diltiazem HCl ER Beads 180 MG Oral Capsule Extended Release 24 Hour","24 HR Diltiazem Hydrochloride 180 MG Extended Release Oral Capsule"
92,"Diltiazem HCl ER Beads 240 MG Oral Capsule Extended Release 24 Hour","24 HR Diltiazem Hydrochloride 240 MG Extended Release Oral Capsule"
92,"Diltiazem HCl ER Beads 360 MG Oral Capsule Extended Release 24 Hour","24 HR Diltiazem Hydrochloride 360 MG Extended Release Oral Capsule"
92,"Kombiglyze XR 2.5-1000 MG Oral Tablet Extended Release 24 Hour","24 HR Metformin hydrochloride 1000 MG / saxagliptin 2.5 MG Extended Release Oral Tablet [Kombiglyze]"
92,"Loratadine-Pseudoephedrine 10-240 MG Oral Tablet Extended Release 24 Hour","24 HR Loratadine 10 MG / Pseudoephedrine sulfate 240 MG Extended Release Oral Tablet"
92,"Mucinex D 60-600 MG Oral Tablet Extended Release 12 Hour","12 HR Guaifenesin 600 MG / Pseudoephedrine Hydrochloride 60 MG Extended Release Oral Tablet [Mucinex D]"
92,"Mucinex DM 30-600 MG Oral Tablet Extended Release 12 Hour","12 HR Dextromethorphan Hydrobromide 30 MG / Guaifenesin 600 MG Extended Release Oral Tablet [Mucinex DM]"
92,"Potassium Citrate-Citric Acid 1100-334 MG/5ML Oral Solution","Citric Acid 66.8 MG/ML / potassium citrate 220 MG/ML Oral Solution"
93,"Allegra-D Allergy & Congestion 180-240 MG Oral Tablet Extended Release 24 Hour","24 HR Fexofenadine hydrochloride 180 MG / Pseudoephedrine Hydrochloride 240 MG Extended Release Oral Tablet [Allegra-D]"
93,"Amoxicillin-Pot Clavulanate 1000-62.5 MG Oral Tablet Extended Release 12 Hour","12 HR Amoxicillin 1000 MG / Clavulanate 62.5 MG Extended Release Oral Tablet"
93,"Mucinex DM Maximum Strength 60-1200 MG Oral Tablet Extended Release 12 Hour","12 HR Dextromethorphan Hydrobromide 60 MG / Guaifenesin 1200 MG Extended Release Oral Tablet [Mucinex DM]"
100,"Abilify 1 MG/ML Oral Solution","aripiprazole 1 MG/ML Oral Solution [Abilify]"
100,"Abilify 10 MG Oral Tablet","aripiprazole 10 MG Oral Tablet [Abilify]"
100,"Abilify 15 MG Oral Tablet","aripiprazole 15 MG Oral Tablet [Abilify]"
100,"Abilify 2 MG Oral Tablet","aripiprazole 2 MG Oral Tablet [Abilify]"
100,"Abilify 20 MG Oral Tablet","aripiprazole 20 MG Oral Tablet [Abilify]"
100,"Abilify 30 MG Oral Tablet","aripiprazole 30 MG Oral Tablet [Abilify]"
100,"Abilify 5 MG Oral Tablet","aripiprazole 5 MG Oral Tablet [Abilify]"
100,"Acarbose 25 MG Oral Tablet","Acarbose 25 MG Oral Tablet"
100,"Acetamin 500 MG Oral Tablet","Acetaminophen 500 MG Oral Tablet"
100,"Acetaminophen 160 MG/5ML Oral Elixir","Acetaminophen 32 MG/ML Oral Solution"
100,"Acetaminophen 160 MG/5ML Oral Suspension","Acetaminophen 32 MG/ML Oral Suspension"
100,"Acetaminophen 325 MG Oral Tablet","Acetaminophen 325 MG Oral Tablet"
100,"Acetaminophen 325 MG/10.15ML Oral Suspension","Acetaminophen 32 MG/ML Oral Suspension"
100,"Acetaminophen 500 MG Oral Tablet","Acetaminophen 500 MG Oral Tablet"
100,"Acetaminophen 650 MG Oral Tablet Extended Release","8 HR Acetaminophen 650 MG Extended Release Oral Tablet"
100,"Acetaminophen 80 MG/0.8ML Oral Suspension","Acetaminophen 100 MG/ML Oral Suspension"
100,"AcetaZOLAMIDE 250 MG Oral Tablet","Acetazolamide 250 MG Oral Tablet"
100,"Acetylcysteine 10 % Inhalation Solution","Acetylcysteine 100 MG/ML Inhalant Solution"
100,"Aciphex 20 MG Oral Tablet Delayed Release","Rabeprazole sodium 20 MG Delayed Release Oral Tablet [Aciphex]"
100,"Actonel 150 MG Oral Tablet","risedronate sodium 150 MG Oral Tablet [Actonel]"
100,"Actonel 30 MG Oral Tablet","risedronate sodium 30 MG Oral Tablet [Actonel]"
100,"Actonel 35 MG Oral Tablet","risedronate sodium 35 MG Oral Tablet [Actonel]"
100,"Actoplus Met 15-500 MG Oral Tablet","Metformin hydrochloride 500 MG / pioglitazone 15 MG Oral Tablet [Actoplus Met]"
100,"Actoplus Met 15-850 MG Oral Tablet","Metformin hydrochloride 850 MG / pioglitazone 15 MG Oral Tablet [Actoplus Met]"
100,"Actos 15 MG Oral Tablet","pioglitazone 15 MG Oral Tablet [Actos]"
100,"Actos 30 MG Oral Tablet","pioglitazone 30 MG Oral Tablet [Actos]"
100,"Actos 45 MG Oral Tablet","pioglitazone 45 MG Oral Tablet [Actos]"
100,"Acyclovir 200 MG Oral Capsule","Acyclovir 200 MG Oral Capsule"
100,"Acyclovir 200 MG/5ML Oral Suspension","Acyclovir 40 MG/ML Oral Suspension"
100,"Acyclovir 400 MG Oral Tablet","Acyclovir 400 MG Oral Tablet"
100,"Adcirca 20 MG Oral Tablet","tadalafil 20 MG Oral Tablet [Adcirca]"
100,"Adderall 10 MG Oral Tablet","Amphetamine aspartate 2.5 MG / Amphetamine Sulfate 2.5 MG / Dextroamphetamine saccharate 2.5 MG / Dextroamphetamine Sulfate 2.5 MG Oral Tablet [Adderall]"
100,"Adderall 20 MG Oral Tablet","Amphetamine aspartate 5 MG / Amphetamine Sulfate 5 MG / Dextroamphetamine saccharate 5 MG / Dextroamphetamine Sulfate 5 MG Oral Tablet [Adderall]"
100,"Adderall 30 MG Oral Tablet","Amphetamine aspartate 7.5 MG / Amphetamine Sulfate 7.5 MG / Dextroamphetamine saccharate 7.5 MG / Dextroamphetamine Sulfate 7.5 MG Oral Tablet [Adderall]"
100,"Adderall XR 10 MG Oral Capsule Extended Release 24 Hour","24 HR Amphetamine aspartate 2.5 MG / Amphetamine Sulfate 2.5 MG / Dextroamphetamine saccharate 2.5 MG / Dextroamphetamine Sulfate 2.5 MG Extended Release Oral Capsule [Adderall]"
100,"Adderall XR 15 MG Oral Capsule Extended Release 24 Hour","24 HR Amphetamine aspartate 3.75 MG / Amphetamine Sulfate 3.75 MG / Dextroamphetamine saccharate 3.75 MG / Dextroamphetamine Sulfate 3.75 MG Extended Release Oral Capsule [Adderall]"
100,"Adderall XR 20 MG Oral Capsule Extended Release 24 Hour","24 HR Amphetamine aspartate 5 MG / Amphetamine Sulfate 5 MG / Dextroamphetamine saccharate 5 MG / Dextroamphetamine Sulfate 5 MG Extended Release Oral Capsule [Adderall]"
100,"Adderall XR 25 MG Oral Capsule Extended Release 24 Hour","24 HR Amphetamine aspartate 6.25 MG / Amphetamine Sulfate 6.25 MG / Dextroamphetamine saccharate 6.25 MG / Dextroamphetamine Sulfate 6.25 MG Extended Release Oral Capsule [Adderall]"
100,"Adderall XR 30 MG Oral Capsule Extended Release 24 Hour","24 HR Amphetamine aspartate 7.5 MG / Amphetamine Sulfate 7.5 MG / Dextroamphetamine saccharate 7.5 MG / Dextroamphetamine Sulfate 7.5 MG Extended Release Oral Capsule [Adderall]"
100,"Adderall XR 5 MG Oral Capsule Extended Release 24 Hour","24 HR Amphetamine aspartate 1.25 MG / Amphetamine Sulfate 1.25 MG / Dextroamphetamine saccharate 1.25 MG / Dextroamphetamine Sulfate 1.25 MG Extended Release Oral Capsule [Adderall]"
100,"Advil 200 MG Oral Capsule","Ibuprofen 200 MG Oral Capsule [Advil]"
100,"Afinitor 10 MG Oral Tablet","everolimus 10 MG Oral Tablet [Afinitor]"
100,"Afinitor 5 MG Oral Tablet","everolimus 5 MG Oral Tablet [Afinitor]"
100,"Albuterol Sulfate 2 MG/5ML Oral Syrup","Albuterol 0.4 MG/ML Oral Solution"
100,"Alendronate Sodium 35 MG Oral Tablet","Alendronic acid 35 MG Oral Tablet"
100,"Alendronate Sodium 70 MG Oral Tablet","Alendronic acid 70 MG Oral Tablet"
100,"Alinia 500 MG Oral Tablet","nitazoxanide 500 MG Oral Tablet [Alinia]"
100,"All Day Allergy 10 MG Oral Tablet","cetirizine hydrochloride 10 MG Oral Tablet"
100,"Allegra 180 MG TABS","Fexofenadine hydrochloride 180 MG Oral Tablet [Allegra]"
100,"Allegra 30 MG/5ML SUSP","Fexofenadine hydrochloride 6 MG/ML Oral Suspension [Allegra]"
100,"Allegra Allergy 60 MG Oral Tablet","Fexofenadine hydrochloride 60 MG Oral Tablet [Allegra]"
100,"Allopurinol 100 MG Oral Tablet","Allopurinol 100 MG Oral Tablet"
100,"Allopurinol 300 MG Oral Tablet","Allopurinol 300 MG Oral Tablet"
100,"Alpha-Lipoic Acid 100 MG Oral Tablet","Thioctic Acid 100 MG Oral Tablet"
100,"ALPRAZolam 0.25 MG Oral Tablet","Alprazolam 0.25 MG Oral Tablet"
100,"ALPRAZolam 0.5 MG Oral Tablet","Alprazolam 0.5 MG Oral Tablet"
100,"ALPRAZolam 1 MG Oral Tablet","Alprazolam 1 MG Oral Tablet"
100,"ALPRAZolam 2 MG Oral Tablet","Alprazolam 2 MG Oral Tablet"
100,"Altace 10 MG Oral Capsule","Ramipril 10 MG Oral Capsule [Altace]"
100,"Amantadine HCl 100 MG Oral Capsule","Amantadine Hydrochloride 100 MG Oral Capsule"
100,"Amantadine HCl 100 MG Oral Tablet","Amantadine Hydrochloride 100 MG Oral Tablet"
100,"Ambien 10 MG Oral Tablet","Zolpidem tartrate 10 MG Oral Tablet [Ambien]"
100,"Ambien 5 MG Oral Tablet","Zolpidem tartrate 5 MG Oral Tablet [Ambien]"
100,"Ambien CR 12.5 MG Oral Tablet Extended Release","Zolpidem tartrate 12.5 MG Extended Release Oral Tablet [Ambien]"
100,"Ambien CR 6.25 MG Oral Tablet Extended Release","Zolpidem tartrate 6.25 MG Extended Release Oral Tablet [Ambien]"
100,"AMILoride HCl 5 MG Oral Tablet","Amiloride Hydrochloride 5 MG Oral Tablet"
100,"Amiodarone HCl 200 MG Oral Tablet","Amiodarone hydrochloride 200 MG Oral Tablet"
100,"Amiodarone HCl 400 MG Oral Tablet","Amiodarone hydrochloride 400 MG Oral Tablet"
100,"Amitiza 24 MCG Oral Capsule","lubiprostone 0.024 MG Oral Capsule [Amitiza]"
100,"Amitiza 8 MCG Oral Capsule","lubiprostone 0.008 MG Oral Capsule [Amitiza]"
100,"Amitriptyline HCl 10 MG Oral Tablet","Amitriptyline Hydrochloride 10 MG Oral Tablet"
100,"Amitriptyline HCl 100 MG Oral Tablet","Amitriptyline Hydrochloride 100 MG Oral Tablet"
100,"Amitriptyline HCl 25 MG Oral Tablet","Amitriptyline Hydrochloride 25 MG Oral Tablet"
100,"Amitriptyline HCl 50 MG Oral Tablet","Amitriptyline Hydrochloride 50 MG Oral Tablet"
