"medication","medication_definition_id","indications","rxcui","score","rank","nAtoms","name","synonym","tty","language","suppress","umlscui","ttypriority"
"Detrol 1 MG Oral Tablet",30325,1,855180,100,1,7,"tolterodine tartrate 1 MG Oral Tablet [Detrol]","Detrol 1 MG Oral Tablet","SBD","ENG","N","C0716228",2
"Detrol LA 2 MG Oral Capsule Extended Release 24 Hour",98452,2,855184,100,1,11,"24 HR tolterodine tartrate 2 MG Extended Release Oral Capsule [Detrol]","24 HR Detrol 2 MG Extended Release Oral Capsule","SBD","ENG","N","C0939114",2
"Detrol LA 4 MG Oral Capsule Extended Release 24 Hour",98453,8,855191,100,1,13,"24 HR tolterodine tartrate 4 MG Extended Release Oral Capsule [Detrol]","24 HR Detrol LA 4 MG Extended Release Oral Capsule","SBD","ENG","N","C0939118",2
"Dexamethasone 0.5 MG Oral Tablet",15005,5,197577,100,1,19,"Dexamethasone 0.5 MG Oral Tablet","","SCD","ENG","N","C0688490",1
"Dexamethasone 1 MG Oral Tablet",15006,2,197579,100,1,12,"Dexamethasone 1 MG Oral Tablet","","SCD","ENG","N","C0688493",1
"Dexamethasone 2 MG Oral Tablet",15008,1,197581,100,1,16,"Dexamethasone 2 MG Oral Tablet","","SCD","ENG","N","C0688496",1
"Dexamethasone 4 MG Oral Tablet",15009,9,197582,100,1,23,"Dexamethasone 4 MG Oral Tablet","","SCD","ENG","N","C0688497",1
"Dexamethasone 6 MG Oral Tablet",14117,2,197583,100,1,20,"Dexamethasone 6 MG Oral Tablet","","SCD","ENG","N","C0688498",1
"Dexamethasone Sodium Phosphate 0.1 % Ophthalmic Solution",14120,4,226343,100,1,12,"Dexamethasone 1 MG/ML Ophthalmic Solution","dexamethasone 0.1 % Ophthalmic Solution","SCD","ENG","N","C0731536",1
"Dexamethasone Sodium Phosphate 10 MG/ML Injection Solution",14118,1,309696,100,1,9,"Dexamethasone 10 MG/ML Injectable Solution","Dexamethasone (as dexamethasone sodium phosphate 11 MG/ML) 10 MG/ML Injectable Solution","SCD","ENG","N","C0976133",1
"Dexamethasone Sodium Phosphate 4 MG/ML Injection Solution",15012,1,1116927,100,1,8,"Dexamethasone phosphate 4 MG/ML Injectable Solution","dexamethasone phosphate 4 MG/ML (as dexamethasone sodium phosphate 4.4 MG/ML) Injectable Solution","SCD","ENG","N","C3194679",1
"Dexilant 30 MG Oral Capsule Delayed Release",156717,2,902624,100,1,7,"dexlansoprazole 30 MG Delayed Release Oral Capsule [Dexilant]","Kapidex 30 MG Delayed Release Oral Capsule","SBD","ENG","N","C2608716",2
"Dexilant 60 MG Oral Capsule Delayed Release",156687,3,902626,100,1,9,"dexlansoprazole 60 MG Delayed Release Oral Capsule [Dexilant]","Kapidex 60 MG Delayed Release Oral Capsule","SBD","ENG","N","C2608720",2
"Dexmethylphenidate HCl 5 MG Oral Tablet",136970,1,899518,100,1,10,"dexmethylphenidate hydrochloride 5 MG Oral Tablet","","SCD","ENG","N","C1168696",1
"Dextromethorphan-Guaifenesin 10-100 MG/5ML Oral Syrup",139142,2,996520,90,1,10,"Dextromethorphan Hydrobromide 2 MG/ML / Guaifenesin 20 MG/ML Oral Solution","dextromethorphan hydrobromide 10 MG / guaifenesin 100 MG per 5 ML Oral Solution","SCD","ENG","N","C2918857",1
"Diastat AcuDial 10 MG Rectal Gel",138307,10,801962,75,1,7,"2 ML Diazepam 0.005 MG/MG Prefilled Applicator [Diastat]","Diastat AcuDial rectal gel 10 MG Delivery System","SBD","ENG","N","C1965885",2
"Diastat AcuDial 20 MG Rectal Gel",138198,3,801966,75,1,8,"4 ML Diazepam 0.005 MG/MG Prefilled Applicator [Diastat]","Diastat AcuDial 20 MG per 4 ML Prefilled Applicator","SBD","ENG","N","C1965886",2
"Diastat Pediatric 2.5 MG Rectal Gel",138315,1,801958,75,1,8,"0.5 ML Diazepam 0.005 MG/MG Prefilled Applicator [Diastat]","Diastat 2.5 MG per 0.5 ML Prefilled Applicator","SBD","ENG","N","C1951506",2
"Diazepam 1 MG/ML Oral Solution",15141,1,309843,100,1,4,"Diazepam 1 MG/ML Oral Solution","diazepam 5 MG per 5 ML Oral Solution","SCD","ENG","N","C0976328",1
"Diazepam 10 MG Oral Tablet",15142,6,197589,100,1,25,"Diazepam 10 MG Oral Tablet","","SCD","ENG","N","C0688559",1
"Diazepam 10 MG Rectal Gel",159221,1,801961,71,2,7,"2 ML Diazepam 0.005 MG/MG Prefilled Applicator","diazepam rectal gel 10 MG delivery system twin pack","SCD","ENG","N","C2346396",1
"Diazepam 2 MG Oral Tablet",15143,6,197590,100,1,19,"Diazepam 2 MG Oral Tablet","","SCD","ENG","N","C0688561",1
"Diazepam 5 MG Oral Tablet",15144,18,197591,100,1,36,"Diazepam 5 MG Oral Tablet","","SCD","ENG","N","C0688562",1
"Diclofenac Sodium 50 MG Oral Tablet Delayed Release",27972,1,855906,100,1,25,"Diclofenac Sodium 50 MG Delayed Release Oral Tablet","","SCD","ENG","N","C0709150",1
"Diclofenac Sodium 75 MG Oral Tablet Delayed Release",22009,3,855926,100,1,28,"Diclofenac Sodium 75 MG Delayed Release Oral Tablet","","SCD","ENG","N","C0976345",1
"Dicloxacillin Sodium 500 MG Oral Capsule",4819,2,197596,100,1,18,"Dicloxacillin 500 MG Oral Capsule","dicloxacillin (as dicloxacillin sodium) 500 MG Oral Capsule","SCD","ENG","N","C0688576",1
"Dicyclomine HCl 10 MG Oral Capsule",15151,6,991061,100,1,38,"Dicyclomine Hydrochloride 10 MG Oral Capsule","","SCD","ENG","N","C0688579",1
"Dicyclomine HCl 10 MG/5ML Oral Solution",130864,1,991082,100,1,18,"Dicyclomine Hydrochloride 2 MG/ML Oral Solution","dicyclomine hydrochloride 10 MG Per 5 ML Oral Solution","SCD","ENG","N","C0353803",1
"Dicyclomine HCl 20 MG Oral Tablet",15152,8,991086,100,1,29,"Dicyclomine Hydrochloride 20 MG Oral Tablet","","SCD","ENG","N","C0688582",1
"Didanosine 200 MG Oral Capsule Delayed Release",128526,1,284185,100,1,12,"Didanosine 200 MG Delayed Release Oral Capsule","ddI 200 MG Delayed Release Oral Capsule","SCD","ENG","N","C0938594",1
"Didanosine 250 MG Oral Capsule Delayed Release",128943,1,284184,100,1,16,"Didanosine 250 MG Delayed Release Oral Capsule","ddI 250 MG Delayed Release Oral Capsule","SCD","ENG","N","C0938593",1
"Didanosine 400 MG Oral Capsule Delayed Release",128258,2,284988,100,1,15,"Didanosine 400 MG Delayed Release Oral Capsule","ddI 400 MG Delayed Release Oral Capsule","SCD","ENG","N","C0939608",1
"Differin 0.1 % External Cream",98142,1,284420,67,1,9,"adapalene 1 MG/ML Topical Cream [Differin]","Differin 0.1 % Topical Cream","SBD","ENG","N","C0938993",2
"Diflucan 150 MG Oral Tablet",20986,1,207108,100,1,8,"Fluconazole 150 MG Oral Tablet [Diflucan]","Diflucan 150 MG Oral Tablet","SBD","ENG","N","C0708381",2
"Digoxin 0.05 MG/ML Oral Solution",132896,4,393245,100,1,9,"Digoxin 0.05 MG/ML Oral Solution","digoxin 50 MCG/ML Oral Solution","SCD","ENG","N","C1306064",1
"Digoxin 0.125 MG Oral Tablet",15161,9,197604,100,1,10,"Digoxin 0.125 MG Oral Tablet","digoxin 125 MCG Oral Tablet","SCD","ENG","N","C1368433",1
"Digoxin 0.25 MG Oral Tablet",15162,4,197606,100,1,9,"Digoxin 0.25 MG Oral Tablet","digoxin 250 MCG Oral Tablet","SCD","ENG","N","C0688606",1
"Dilantin 100 MG Oral Capsule",14171,9,855859,100,1,5,"Phenytoin sodium 100 MG Oral Capsule [Dilantin]","Dilantin 100 MG Oral Capsule","SBD","ENG","N","C0874713",2
"Dilantin 30 MG Oral Capsule",15256,1,855871,71,1,11,"Phenytoin sodium 30 MG Extended Release Oral Capsule [Dilantin]","Dilantin 30 MG Extended Release Oral Capsule","SBD","ENG","N","C0994974",2
"Dilantin Infatabs 50 MG Oral Tablet Chewable",15257,1,1313887,100,1,20,"Phenytoin 50 MG Chewable Tablet [Dilantin]","Dilantin 50 MG Chewable Tablet","SBD","ENG","N","C0709156",2
"Dilt-CD 120 MG Oral Capsule Extended Release 24 Hour",128653,1,831215,100,1,7,"24 HR Diltiazem Hydrochloride 120 MG Extended Release Oral Capsule [Dilt]","24 HR Dilt 120 MG Extended Release Oral Capsule","SBD","ENG","N","C2587064",2
"Dilt-CD 180 MG Oral Capsule Extended Release 24 Hour",128520,1,831252,100,1,7,"24 HR Diltiazem Hydrochloride 180 MG Extended Release Oral Capsule [Dilt]","24 HR Dilt 180 MG Extended Release Oral Capsule","SBD","ENG","N","C1585123",2
"Dilt-CD 240 MG Oral Capsule Extended Release 24 Hour",128797,1,831285,100,1,7,"24 HR Diltiazem Hydrochloride 240 MG Extended Release Oral Capsule [Dilt]","24 HR Dilt 240 MG Extended Release Oral Capsule","SBD","ENG","N","C1585127",2
"Dilt-XR 180 MG Oral Capsule Extended Release 24 Hour",134219,1,831252,100,1,7,"24 HR Diltiazem Hydrochloride 180 MG Extended Release Oral Capsule [Dilt]","24 HR Dilt 180 MG Extended Release Oral Capsule","SBD","ENG","N","C1585123",2
"Dilt-XR 240 MG Oral Capsule Extended Release 24 Hour",135194,2,831285,100,1,7,"24 HR Diltiazem Hydrochloride 240 MG Extended Release Oral Capsule [Dilt]","24 HR Dilt 240 MG Extended Release Oral Capsule","SBD","ENG","N","C1585127",2
"Diltiazem HCl 120 MG Oral Tablet",15268,1,831054,100,1,15,"Diltiazem Hydrochloride 120 MG Oral Tablet","","SCD","ENG","N","C0688618",1
"Diltiazem HCl 30 MG Oral Tablet",1103,2,833217,100,1,18,"Diltiazem Hydrochloride 30 MG Oral Tablet","","SCD","ENG","N","C0688621",1
"Diltiazem HCl 60 MG Oral Tablet",1104,2,831103,100,1,16,"Diltiazem Hydrochloride 60 MG Oral Tablet","","SCD","ENG","N","C2587025",1
"Diltiazem HCl 90 MG Oral Tablet",15269,1,831102,100,1,17,"Diltiazem Hydrochloride 90 MG Oral Tablet","","SCD","ENG","N","C0688627",1
"Diltiazem HCl Coated Beads 120 MG Oral Capsule Extended Release 24 Hour",100317,2,830861,82,1,8,"24 HR Diltiazem Hydrochloride 120 MG Extended Release Oral Capsule","diltiazem hydrochloride 120 MG 24 HR Extended Release Oral Capsule","SCD","ENG","N","C0938788",1
"Diltiazem HCl Coated Beads 180 MG Oral Capsule Extended Release 24 Hour",100318,3,830845,82,1,7,"24 HR Diltiazem Hydrochloride 180 MG Extended Release Oral Capsule","diltiazem hydrochloride 180 MG 24 HR Extended Release Oral Capsule","SCD","ENG","N","C0788741",1
"Diltiazem HCl Coated Beads 240 MG Oral Capsule Extended Release 24 Hour",100319,3,830837,82,1,8,"24 HR Diltiazem Hydrochloride 240 MG Extended Release Oral Capsule","diltiazem hydrochloride 240 MG 24 HR Extended Release Oral Capsule","SCD","ENG","N","C0788742",1
"Diltiazem HCl Coated Beads 300 MG Oral Capsule Extended Release 24 Hour",100320,1,830801,82,1,9,"24 HR Diltiazem Hydrochloride 300 MG Extended Release Oral Capsule","diltiazem hydrochloride 300 MG 24 HR Extended Release Oral Capsule","SCD","ENG","N","C0788743",1
"Diltiazem HCl CR 120 MG Oral Capsule Extended Release 12 Hour",26582,2,830872,83,1,9,"12 HR Diltiazem Hydrochloride 120 MG Extended Release Oral Capsule","diltiazem hydrochloride 120 MG 12 HR Extended Release Oral Capsule","SCD","ENG","N","C1585113",1
"Diltiazem HCl CR 120 MG Oral Capsule Extended Release 24 Hour",100321,4,830861,83,1,8,"24 HR Diltiazem Hydrochloride 120 MG Extended Release Oral Capsule","diltiazem hydrochloride 120 MG 24 HR Extended Release Oral Capsule","SCD","ENG","N","C0938788",1
"Diltiazem HCl CR 180 MG Oral Capsule Extended Release 24 Hour",100322,1,830845,83,1,7,"24 HR Diltiazem Hydrochloride 180 MG Extended Release Oral Capsule","diltiazem hydrochloride 180 MG 24 HR Extended Release Oral Capsule","SCD","ENG","N","C0788741",1
"Diltiazem HCl CR 240 MG Oral Capsule Extended Release 24 Hour",100323,2,830837,83,1,8,"24 HR Diltiazem Hydrochloride 240 MG Extended Release Oral Capsule","diltiazem hydrochloride 240 MG 24 HR Extended Release Oral Capsule","SCD","ENG","N","C0788742",1
"Diltiazem HCl ER Beads 120 MG Oral Capsule Extended Release 24 Hour",111312,1,830861,92,1,9,"24 HR Diltiazem Hydrochloride 120 MG Extended Release Oral Capsule","diltiazem hydrochloride 120 MG 24 HR Extended Release Oral Capsule","SCD","ENG","N","C0938788",1
"Diltiazem HCl ER Beads 180 MG Oral Capsule Extended Release 24 Hour",111313,1,830845,92,1,8,"24 HR Diltiazem Hydrochloride 180 MG Extended Release Oral Capsule","diltiazem hydrochloride 180 MG 24 HR Extended Release Oral Capsule","SCD","ENG","N","C0788741",1
"Diltiazem HCl ER Beads 240 MG Oral Capsule Extended Release 24 Hour",111314,1,830837,92,1,9,"24 HR Diltiazem Hydrochloride 240 MG Extended Release Oral Capsule","diltiazem hydrochloride 240 MG 24 HR Extended Release Oral Capsule","SCD","ENG","N","C0788742",1
"Diltiazem HCl ER Beads 360 MG Oral Capsule Extended Release 24 Hour",111316,3,830795,92,1,9,"24 HR Diltiazem Hydrochloride 360 MG Extended Release Oral Capsule","diltiazem hydrochloride 360 MG 24 HR Extended Release Oral Capsule","SCD","ENG","N","C0789876",1
"Diovan 160 MG CAPS",29151,1,351762,60,1,17,"valsartan 160 MG Oral Tablet [Diovan]","Diovan 160 MG Oral Tablet","SBD","ENG","N","C1169353",2
"Diovan 160 MG Oral Tablet",100009,3,351762,100,1,17,"valsartan 160 MG Oral Tablet [Diovan]","Diovan 160 MG Oral Tablet","SBD","ENG","N","C1169353",2
"Diovan 320 MG Oral Tablet",99643,4,352001,100,1,13,"valsartan 320 MG Oral Tablet [Diovan]","Diovan 320 MG Oral Tablet","SBD","ENG","N","C1169614",2
"Diovan 320/25 CAPS",133929,1,809030,43,1,8,"Hydrochlorothiazide 25 MG / valsartan 320 MG Oral Tablet [Diovan HCT]","Diovan HCT 320/25 Oral Tablet","SBD","ENG","N","C1711677",2
"Diovan 40 MG Oral Tablet",101353,4,352274,100,1,10,"valsartan 40 MG Oral Tablet [Diovan]","Diovan 40 MG Oral Tablet","SBD","ENG","N","C1169897",2
"Diovan 80 MG Oral Tablet",100002,5,351761,100,1,18,"valsartan 80 MG Oral Tablet [Diovan]","Diovan 80 MG Oral Tablet","SBD","ENG","N","C1169352",2
"Diovan HCT 160-12.5 MG Oral Tablet",30268,3,809018,89,1,9,"Hydrochlorothiazide 12.5 MG / valsartan 160 MG Oral Tablet [Diovan HCT]","Diovan HCT 160/12.5 Oral Tablet","SBD","ENG","N","C0716230",2
"Diovan HCT 160-25 MG Oral Tablet",100762,3,809022,88,1,8,"Hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet [Diovan HCT]","Diovan HCT 160/25 Oral Tablet","SBD","ENG","N","C1176455",2
"Diovan HCT 320-12.5 MG Oral Tablet",134042,3,809026,89,1,8,"Hydrochlorothiazide 12.5 MG / valsartan 320 MG Oral Tablet [Diovan HCT]","Diovan HCT 320/12.5 Oral Tablet","SBD","ENG","N","C1711674",2
"Diovan HCT 320-25 MG Oral Tablet",134242,3,809030,88,1,8,"Hydrochlorothiazide 25 MG / valsartan 320 MG Oral Tablet [Diovan HCT]","Diovan HCT 320/25 Oral Tablet","SBD","ENG","N","C1711677",2
"Diovan HCT 80-12.5 MG Oral Tablet",30267,3,809014,89,1,8,"Hydrochlorothiazide 12.5 MG / valsartan 80 MG Oral Tablet [Diovan HCT]","Diovan HCT 80/12.5 Oral Tablet","SBD","ENG","N","C0716231",2
"DiphenhydrAMINE Cough 12.5 MG/5ML SYRP",26820,1,1049906,67,1,17,"Diphenhydramine Hydrochloride 2.5 MG/ML Oral Solution","diphenhydramine HCl 12.5 MG per 5 ML Oral Solution","SCD","ENG","N","C0710355",1
"DiphenhydrAMINE HCl 12.5 MG/5ML Oral Elixir",15285,6,1049906,100,1,12,"Diphenhydramine Hydrochloride 2.5 MG/ML Oral Solution","diphenhydramine HCl 12.5 MG per 5 ML Oral Solution","SCD","ENG","N","C0710355",1
"DiphenhydrAMINE HCl 12.5 MG/5ML Oral Liquid",20304,8,1049906,100,1,14,"Diphenhydramine Hydrochloride 2.5 MG/ML Oral Solution","diphenhydramine HCl 12.5 MG per 5 ML Oral Solution","SCD","ENG","N","C0710355",1
"DiphenhydrAMINE HCl 25 MG Oral Capsule",14248,2,1049909,100,1,43,"Diphenhydramine Hydrochloride 25 MG Oral Capsule","","SCD","ENG","N","C0710299",1
"DiphenhydrAMINE HCl 25 MG Oral Tablet",14249,6,1049630,100,1,16,"Diphenhydramine Hydrochloride 25 MG Oral Tablet","","SCD","ENG","N","C0710403",1
"Diphenoxylate-Atropine 2.5-0.025 MG Oral Tablet",14250,9,1190572,90,1,15,"Atropine Sulfate 0.025 MG / Diphenoxylate Hydrochloride 2.5 MG Oral Tablet","","SCD","ENG","N","C0981260",1
"Dipyridamole 75 MG Oral Tablet",14259,1,309955,100,1,14,"Dipyridamole 75 MG Oral Tablet","","SCD","ENG","N","C0976463",1
"Ditropan XL 5 MG Oral Tablet Extended Release 24 Hour",114750,1,863638,100,1,7,"24 HR Oxybutynin chloride 5 MG Extended Release Oral Tablet [Ditropan]","Ditropan XL 5 MG 24 HR Extended Release Oral Tablet","SBD","ENG","N","C0716539",2
"Divalproex Sodium 125 MG Oral Capsule Sprinkle",151078,4,1099596,100,1,15,"Divalproex Sodium 125 MG Delayed Release Oral Capsule","","SCD","ENG","N","C0976470",1
"Divalproex Sodium 125 MG Oral Tablet Delayed Release",147553,6,1099625,100,1,28,"Divalproex Sodium 125 MG Delayed Release Oral Tablet","","SCD","ENG","N","C0976472",1
"Divalproex Sodium 250 MG Oral Tablet Delayed Release",147563,13,1099678,100,1,33,"Divalproex Sodium 250 MG Delayed Release Oral Tablet","","SCD","ENG","N","C0976474",1
"Divalproex Sodium 250 MG Oral Tablet Extended Release 24 Hour",151165,6,1099563,100,1,6,"24 HR Divalproex Sodium 250 MG Extended Release Oral Tablet","divalproex sodium 250 MG 24 HR Extended Release Oral Tablet","SCD","ENG","N","C1145679",1
"Divalproex Sodium 500 MG Oral Tablet Delayed Release",147566,8,1099870,100,1,33,"Divalproex Sodium 500 MG Delayed Release Oral Tablet","","SCD","ENG","N","C0976475",1
"Divalproex Sodium 500 MG Oral Tablet Extended Release 24 Hour",151153,22,1099569,100,1,6,"24 HR Divalproex Sodium 500 MG Extended Release Oral Tablet","divalproex sodium 500 MG 24 HR Extended Release Oral Tablet","SCD","ENG","N","C0976476",1
"Doc-Q-Lace 100 MG Oral Capsule",26571,1,1115005,88,1,1,"Docusate Sodium 100 MG Oral Capsule","DOSS Sodium 100 MG Oral Capsule","SCD","ENG","N","C3162838",1
"Docusate Sodium 100 MG Oral Capsule",15356,10,1115005,100,1,14,"Docusate Sodium 100 MG Oral Capsule","DOSS Sodium 100 MG Oral Capsule","SCD","ENG","N","C3162838",1
"Docusate Sodium 100 MG Oral Tablet",14328,1,1099279,100,1,9,"Docusate Sodium 100 MG Oral Tablet","DOSS Sodium 100 MG Oral Tablet","SCD","ENG","N","C3159306",1
"Docusate Sodium 50 MG/5ML Oral Liquid",115491,2,1248119,100,1,11,"Docusate Sodium 10 MG/ML Oral Suspension","DOSS Sodium 10 MG/ML Oral Suspension","SCD","ENG","N","C0712074",1
"Docusate Sodium 60 MG/15ML Oral Syrup",14327,2,1245391,100,1,17,"Docusate Sodium 4 MG/ML Oral Solution","DOSS Sodium 4 MG/ML Oral Solution","SCD","ENG","N","C0712079",1
"Donepezil HCl 10 MG Oral Tablet",160334,10,997223,100,1,11,"Donepezil hydrochloride 10 MG Oral Tablet","","SCD","ENG","N","C0976526",1
"Donepezil HCl 5 MG Oral Tablet",160341,10,997229,100,1,12,"Donepezil hydrochloride 5 MG Oral Tablet","","SCD","ENG","N","C0976528",1
"Donepezil HCl 5 MG Oral Tablet Dispersible",160339,1,997229,83,1,12,"Donepezil hydrochloride 5 MG Oral Tablet","","SCD","ENG","N","C0976528",1
"Doral 15 MG Oral Tablet",15378,1,207889,100,1,8,"quazepam 15 MG Oral Tablet [Doral]","Doral 15 MG Oral Tablet","SBD","ENG","N","C0709324",2
"Dorzolamide HCl-Timolol Mal 22.3-6.8 MG/ML Ophthalmic Solution",149636,1,313954,100,1,11,"dorzolamide 20 MG/ML / Timolol 5 MG/ML Ophthalmic Solution","dorzolamide 2 % / timolol 0.5 % Ophthalmic Solution","SCD","ENG","N","C0981401",1
"Dovonex 0.005 % External Cream",22890,1,108959,67,1,8,"calcipotriene 0.05 MG/ML Topical Cream [Dovonex]","Dovonex 0.005 % Topical Cream","SBD","ENG","N","C0361891",2
"Doxazosin Mesylate 1 MG Oral Tablet",97555,3,197625,100,1,20,"Doxazosin 1 MG Oral Tablet","doxazosin (as doxazosin mesylate) 1 MG Oral Tablet","SCD","ENG","N","C0688666",1
"Doxazosin Mesylate 2 MG Oral Tablet",97556,6,197626,100,1,21,"Doxazosin 2 MG Oral Tablet","doxazosin (as doxazosin mesylate) 2 MG Oral Tablet","SCD","ENG","N","C0688667",1
"Doxazosin Mesylate 4 MG Oral Tablet",97557,5,197627,100,1,21,"Doxazosin 4 MG Oral Tablet","doxazosin (as doxazosin mesylate) 4 MG Oral Tablet","SCD","ENG","N","C0688668",1
"Doxazosin Mesylate 8 MG Oral Tablet",97558,3,197628,100,1,17,"Doxazosin 8 MG Oral Tablet","doxazosin (as doxazosin mesylate) 8 MG Oral Tablet","SCD","ENG","N","C0688669",1
"Doxepin HCl 10 MG Oral Capsule",15382,1,1000048,100,1,16,"Doxepin Hydrochloride 10 MG Oral Capsule","","SCD","ENG","N","C0688670",1
"Doxepin HCl 100 MG Oral Capsule",15383,1,1000058,100,1,18,"Doxepin Hydrochloride 100 MG Oral Capsule","","SCD","ENG","N","C0688672",1
"Doxepin HCl 150 MG Oral Capsule",15384,1,1000064,100,1,16,"Doxepin Hydrochloride 150 MG Oral Capsule","","SCD","ENG","N","C0688673",1
"Doxepin HCl 25 MG Oral Capsule",15385,1,1000070,100,1,17,"Doxepin Hydrochloride 25 MG Oral Capsule","","SCD","ENG","N","C0976540",1
"Doxepin HCl 50 MG Oral Capsule",14342,3,1000076,100,1,18,"Doxepin Hydrochloride 50 MG Oral Capsule","","SCD","ENG","N","C0976542",1
"Doxycycline Hyclate 100 MG Oral Capsule",1186,21,199026,100,1,49,"Doxycycline 100 MG Oral Capsule","doxycycline (as doxycycline hyclate) 100 MG Oral Capsule","SCD","ENG","N","C0692180",1
"Doxycycline Hyclate 100 MG Oral Tablet",15389,11,197633,100,1,20,"Doxycycline 100 MG Oral Tablet","doxycycline (as doxycycline hyclate) 100 MG Oral Tablet","SCD","ENG","N","C0688686",1
"Doxycycline Hyclate 50 MG Oral Capsule",1190,1,199027,100,1,21,"Doxycycline 50 MG Oral Capsule","doxycycline (as doxycycline hyclate) 50 MG Oral Capsule","SCD","ENG","N","C0692181",1
"Doxycycline Monohydrate 100 MG Oral Capsule",97559,4,199026,100,1,11,"Doxycycline 100 MG Oral Capsule","doxycycline (as doxycycline hyclate) 100 MG Oral Capsule","SCD","ENG","N","C0692180",1
"Doxycycline Monohydrate 100 MG Oral Tablet",132973,2,197633,100,1,10,"Doxycycline 100 MG Oral Tablet","doxycycline (as doxycycline hyclate) 100 MG Oral Tablet","SCD","ENG","N","C0688686",1
"Dr Smiths Diaper 10 % External Ointment",156224,1,1494206,83,1,8,"Zinc Oxide 0.1 MG/MG Topical Ointment [Dr. Smith's Diaper Rash]","Dr. Smith's Diaper Ointment 10 % Topical Ointment","SBD","ENG","N","C1877692",2
"Droxia 300 MG Oral Capsule",24529,1,213283,100,1,7,"hydroxyurea 300 MG Oral Capsule [Droxia]","Droxia 300 MG Oral Capsule","SBD","ENG","N","C0716291",2
"Droxia 400 MG Oral Capsule",30437,2,213284,100,1,7,"hydroxyurea 400 MG Oral Capsule [Droxia]","Droxia 400 MG Oral Capsule","SBD","ENG","N","C0716292",2
"Duac CS 1-5 % KIT",138605,1,351958,43,1,7,"Benzoyl Peroxide 0.05 MG/MG / Clindamycin 0.01 MG/MG Topical Gel [Duac]","DUAC (benzoyl peroxide 5 % / clindamycin 1 % (clindamycin phosphate 1.2 % )) Topical Gel","SBD","ENG","N","C1169571",2
